"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"183035","New Hampshire Institute for Therapeutic Arts","NH","1","3","","55","0.441860465","0.7381","","","28","32"
"208637","East West College of the Healing Arts","OR","1","3","39","221","0.762376238","0.6144","8444.0","8444.0","282","246"
"417275","Platt Technical High School","CT","1","3","","","","0.0","","","","13"
"410964","EINE Inc","MA","1","3","","","","0.5833","","","47","35"
"401223","World Mission University","CA","4","1","","","","0.0224","","","","122"
"12265801","San Joaquin General Hospital School of Radiation Technology","CA","0","2","1014","3203","0.101081081","","4000.0","4278.0","1947",""
"13508108","Keiser University-Jacksonville","FL","0","1","1290","8007","0.41352379","","14438.0","15358.0","18038",""
"13508110","Keiser University-Pembroke Pines","FL","0","1","1290","8007","0.41352379","","14438.0","15358.0","18038",""
"446002","American Academy of Acupuncture and Oriental Medicine","MN","4","1","","","","","","","12",""
"446039","Arizona School of Acupuncture and Oriental Medicine","AZ","4","1","","","","","","","",""
"446048","Ave Maria University","FL","4","1","122","220","0.329896907","0.5624","13467.0","11000.0","614","904"
"446057","Blue Sky School of Professional Massage and Therapeutic Bodywork","WI","1","3","","130","0.790697674","0.7892","9004.0","9004.0","147","39"
"446075","Buchanan Beauty College","TN","1","3","","","0.395348837","0.6429","","","63","21"
"446093","Cambridge Junior College-Yuba City","CA","2","2","35","83","0.779874214","0.5436","9500.0","9500.0","370","167"
"446136","Career Quest Learning Centers-Lansing","MI","2","2","80","259","0.671532847","0.5597","9500.0","9500.0","1458","422"
"446206","Culpeper Cosmetology Training Center","VA","1","3","","","","0.8387","","","19","33"
"446349","John D Rockefeller IV Career Center","WV","1","3","","","","0.85","","","31","3"
"446446","Centura Institute","FL","1","3","40","101","0.621468927","0.6296","9500.0","9500.0","159","45"
"446455","Precision Manufacturing Institute","PA","1","3","","","","0.6724","","","75","38"
"446525","SAE Institute of Technology-Nashville","TN","2","2","25","180","0.710526316","0.8391","","","182","92"
"446543","Shear Academy","TN","1","3","","","","0.8182","","","34","26"
"446561","Stanbridge College","CA","2","1","","140","0.688271605","0.9261","15623.5","13852.0","951","963"
"446668","The Art Institute of Ohio-Cincinnati","OH","3","1","366","2854","0.292376682","0.8394","11268.5","10113.5","6242","834"
"445814","Heritage College-Kansas City","MO","2","2","318","1386","0.66388309","0.6889","9500.0","9500.0","3059","616"
"445850","Kenneth Shuler School of Cosmetology-Columbia","SC","1","3","79","347","0.585301837","0.6032","6210.0","5993.5","476","119"
"445920","Minnesota School of Business-Waite Park","MN","3","1","440","3878","0.365751634","0.7871","19024.0","16000.0","4232","339"
"446844","Le Cordon Bleu College of Culinary Arts-Minneapolis","MN","2","2","472","2929","0.593358999","0.6624","12272.0","10076.0","2861","572"
"446914","ITT Technical Institute-Owings Mills","MD","3","1","974","5336","0.370388079","0.8623","12667.0","11834.0","71736","616"
"446932","Union Graduate College","NY","4","1","","","","","","","",""
"446996","Chambersburg Beauty School","PA","1","3","117","276","0.304","0.5625","","","282","64"
"447023","Delta Technical College","MS","1","3","214","1219","0.676619718","0.8958","9500.0","9500.0","4679","648"
"447120","Brightwood College-Fresno","CA","2","2","558","1912","0.745700246","0.3548","9377.0","9500.0","1280","312"
"447333","Regency Beauty Institute-Madison","WI","1","3","431","2466","0.504464286","0.7391","9357.0","9500.0","11714","49"
"10236802","Troy University-Montgomery Campus","AL","0","1","682","5088","0.197569757","","11752.0","9500.0","13191",""
"447458","SAE Expression College","CA","3","1","113","596","0.5","0.6072","26813.0","27000.0","495","574"
"447519","Seacoast Career School-Manchester Campus","NH","1","3","140","694","0.712849162","0.4028","8071.0","7681.0","907","321"
"447582","New River Community and Technical College","WV","2","2","380","1273","0.056518463","0.2737","3500.0","3500.0","1424","2022"
"447591","The College of Health Care Professions-Southwest Houston","TX","1","3","228","1252","0.73570658","0.7977","7917.0","7521.0","2052","229"
"446792","Sanford-Brown College-Las Vegas","NV","3","1","1005","4770","0.29770849","0.8891","15042.0","12931.0","6956","447"
"444662","Moore Career College","LA","1","3","","90","0.814814815","0.5167","7081.0","4750.0","60","59"
"445027","American InterContinental University-Online","IL","4","1","4801","20057","0.266394961","0.896","9500.0","9020.0","21989","10103"
"445726","L'Ecole Culinaire-St Louis","MO","2","2","194","1072","0.515845929","0.229","12999.0","13291.0","2228","269"
"445188","University of California-Merced","CA","4","1","","120","0.535149385","0.5767","14000.0","13496.0","2127","5837"
"445744","Fortis Institute-Port Saint Lucie","FL","2","2","381","1957","0.630264629","0.6544","9500.0","9500.0","2798","464"
"445780","Cosmetology School of Arts and Science LLC","ID","1","2","","","0.638888889","0.5632","","","59","32"
"445799","Universal Technical Institute of Pennsylvania Inc","PA","1","2","441","4542","0.594936709","0.6737","10985.5","12813.0","5564","1728"
"434061","South Louisiana Community College","LA","2","2","87","561","0.034564958","0.0","","","","3277"
"444219","Folsom Lake College","CA","2","2","224","637","0.072943172","0.0311","5438.5","4500.0","399","7396"
"114734","Franciscan School of Theology","CA","4","1","","","","","","","",""
"445638","Spa Tech Institute-Ipswich","MA","1","3","83","444","0.277904328","0.4444","6333.0","6333.0","612","43"
"445647","Spa Tech Institute-Westboro","MA","1","3","83","444","0.277904328","0.3235","6333.0","6333.0","612","93"
"10236801","Troy University-Phenix City Campus","AL","0","1","682","5088","0.197569757","","11752.0","9500.0","13191",""
"22828201","Southwest School of Business and Technical Careers-South Texas","TX","0","3","108","503","0.488188976","","6126.0","5500.0","338",""
"42817001","Southeastern College-Miami Lakes","FL","0","2","179","1043","0.519667171","","12235.5","14284.5","1508",""
"17523601","Ridgewater College","MN","0","2","137","1803","0.361785949","","8556.0","7115.5","2633",""
"19050301","Culinary Institute of America at Greystone","CA","0","1","137","1829","0.702163062","","12000.0","12000.0","2620",""
"20627902","Florida Center","FL","0","1","98","724","0.540412044","","14791.5","14625.0","1672",""
"20627904","Montpelier Center - Closed July 2013","VT","0","1","98","724","0.540412044","","14791.5","14625.0","1672",""
"21078401","Toni&Guy Hairdressing Academy","PA","0","3","","55","0.526666667","","","","205",""
"22797901","San Jacinto College-North Campus","TX","0","2","629","3751","0.1784449","","4750.0","4866.0","4114",""
"17320301","Central Lakes College-Staples Campus","MN","0","2","134","1351","0.287331918","","8429.0","6500.0","2293",""
"17355902","M State - Moorhead Campus","MN","0","2","307","2987","0.299250771","","8541.0","7396.0","4602",""
"17391101","South Central College-Faribault","MN","0","2","135","1392","0.314263921","","9500.0","6550.0","2310",""
"16947909","Davenport University-Holland Location","MI","0","1","730","4391","0.197222222","","15605.0","12500.0","7563",""
"11163801","Casa Loma College-Anaheim Campus","CA","0","2","50","467","0.812933025","","9500.0","12582.0","483",""
"11917301","Mount Saint Mary's University - Doheny Campus","CA","0","1","46","691","0.605479452","","19750.0","15083.5","1649",""
"13017402","Porter and Chester Institute of Enfield","CT","0","3","320","2131","0.738095238","","9500.0","12000.0","4939",""
"13508105","Keiser University- Miami","FL","0","1","1290","8007","0.41352379","","14438.0","15358.0","18038",""
"13508106","Keiser University-Orlando","FL","0","1","1290","8007","0.41352379","","14438.0","15358.0","18038",""
"15631002","PJ's College of Cosmetology- Muncie","IN","0","3","79","264","0.5","","7389.0","9500.0","509",""
"15631003","PJ's College of Cosmetology- Indianapolis","IN","0","3","79","264","0.5","","7389.0","9500.0","509",""
"15631004","PJ's College of Cosmetology- Plainfield","IN","0","3","79","264","0.5","","7389.0","9500.0","509",""
"16947905","Davenport University-Lansing Location","MI","0","1","730","4391","0.197222222","","15605.0","12500.0","7563",""
"445300","University of Phoenix-New Jersey","NJ","3","1","40061","185887","0.182380398","0.6475","9500.0","9500.0","285765","455"
"445328","Brightwood College-Fort Worth","TX","2","2","967","4401","0.719900498","0.3609","9332.0","9061.0","3214","264"
"442806","Edward Via College of Osteopathic Medicine","VA","4","1","","","","","","","",""
"445364","North-West College-Riverside","CA","1","3","100","371","0.723311547","0.901","7830.0","8075.0","937","392"
"445498","Colegio Tecnico de Electricidad Galloza","PR","1","3","37","62","","0.0","","","","76"
"445540","Arthur's Beauty School Inc-Conway","AR","1","3","61","129","0.52173913","0.7216","","","222","67"
"445559","Vatterott College-St Charles","MO","2","2","1162","4487","0.49322938","0.269","11538.0","16500.0","7593","305"
"445090","Virginia College-Mobile","AL","2","2","2241","8792","0.321583447","0.7448","9500.0","9500.0","29763","561"
"445221","Regency Beauty Institute-Maplewood","MN","1","3","431","2466","0.504464286","0.7434","9357.0","9500.0","11714","58"
"445267","Central Methodist University-College of Graduate and Extended Studies","MO","4","1","49","665","0.517006803","0.2937","12000.0","9500.0","2044","1624"
"444228","LeGrand Institute of Cosmetology Inc","SC","1","3","","","0.677419355","0.7143","","","41","31"
